Order,Ambler class,Protein name,Alternative protein names,Subfamily,GenPeptID,GenBankID,PubMedID (DOI),Sequence,Number of PDB structures,Mutants,Phenotype,Functional information,Natural (N) or Acquired (A)
7513,D,OXA-533,,OXA-270-like,ANZ80603,KX668472,,view,,,,carbapenemase,N (Acinetobacter pittii)
7514,D,OXA-534,,OXA-1-like,AOE47040,KX714285,,view,,,,,A
7515,D,OXA-535,,OXA-48-like,AOQ26572,KX828709,30082287 (DOI),view,,,,carbapenemase,N (Shewanella sp. JAB)
7516,D,OXA-536,,OXA-51-like,AOR84133,KX859240,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7517,D,OXA-537,,OXA-134-like,AOS48097,KX360747,30150791 (DOI),view,,,,carbapenemase,N (Acinetobacter schindleri)
7518,D,OXA-538,,OXA-48-like,APB92846,KX827284,,view,,,,,N (Shewanella xiamenensis)
7519,D,OXA-539,,OXA-2-like,APC23886,KY094077,,view,,,,,A
7520,D,OXA-540,,OXA-2-like,AHN60085,KJ138219,,view,,,,,A
7521,D,OXA-541,,OXA-2-like,CAQ77073,FM179467,,view,,,,,A
7522,D,OXA-542,,OXA-542-like,AQT01639,KY646155,,view,,,,carbapenemase,N (Acinetobacter pittii)
7523,D,OXA-543,,OXA-2-like,OPD39435,LLTZ01000057,,view,,,,,A
7524,D,OXA-544,,OXA-2-like,OPD39420,LLMY01000078,,view,,,,,A
7525,D,OXA-545,,OXA-51-like,AQV05408,KY674541,,view,,,,carbapenemase,N (Acinetobacter baumannii AB25C30)
7526,D,OXA-546,,OXA-48-like,AQX43454,KY682756,,view,,,,,N (Shewanella xiamenensis Sh1)
7527,D,OXA-547,,OXA-48-like,AQW34754,KY684124,,view,,,,,N (Shewanella xiamenensis 111D)
7528,D,OXA-548,,OXA-548-like,AQX43448,KY682750,,view,,,,,N (Shewanella hafniensis Sh29)
7529,D,OXA-549,,OXA-548-like,AQX43449,KY682751,,view,,,,,N (Shewanella hafniensis Sh26)
7530,D,OXA-550,,OXA-548-like,AQX43450,KY682752,,view,,,,,N (Shewanella hafniensis Sh20)
7531,D,OXA-551,,OXA-548-like,AQX43451,KY682753,,view,,,,,N (Shewanella baltica Sh19)
7532,D,OXA-552,,OXA-548-like,AQX43452,KY682754,,view,,,,,N (Shewanella hafniensis Sh24)
7533,D,OXA-553,,OXA-548-like,AQX43453,KY682755,,view,,,,,N (Shewanella hafniensis Sh10)
7534,D,OXA-554,,OXA-51-like,AQZ59623,KY126221,,view,,,,carbapenemase,N (Acinetobacter baumannii CNM20000307)
7535,D,OXA-555,,OXA-51-like,AQZ59626,KY126224,,view,,,,carbapenemase,N (Acinetobacter baumannii CNM20010364)
7536,D,OXA-556,,OXA-51-like,AQZ59633,KY126231,,view,,,,carbapenemase,N (Acinetobacter baumannii CNM20040341)
7537,D,OXA-557,,OXA-51-like,AQZ59634,KY126232,,view,,,,carbapenemase,N (Acinetobacter baumannii CNM20040355)
7538,D,OXA-558,,OXA-51-like,AQZ59636,KY126234,,view,,,,carbapenemase,N (Acinetobacter baumannii CNM20050133)
7539,D,OXA-559,,OXA-51-like,AQZ59639,KY126237,,view,,,,carbapenemase,N (Acinetobacter baumannii CNM20071227)
7540,D,OXA-560,,OXA-51-like,AQZ59640,KY126238,,view,,,,carbapenemase,N (Acinetobacter baumannii CNM20071813)
7541,D,OXA-561,,OXA-51-like,AQZ59642,KY126240,,view,,,,carbapenemase,N (Acinetobacter baumannii CNM20081065)
7542,D,OXA-562,,OXA-51-like,AQZ59643,KY126241,,view,,,,carbapenemase,N (Acinetobacter baumannii CNM20081737)
7543,D,OXA-563,,OXA-270-like,ARB50423,KY767021,,view,,,,carbapenemase,N (Acinetobacter pittii NRZ-24076)
7544,D,OXA-564,,OXA-270-like,ARB50424,KY767022,,view,,,,carbapenemase,N (Acinetobacter pittii NRZ-24967)
7545,D,OXA-565,,OXA-23-like,ARF19529,KY883665,,view,,,,carbapenemase,A
7546,D,OXA-566,,OXA-48-like,ASC55290,MF099636,,view,,,,,A
7547,D,OXA-567,,OXA-48-like,ATJ25944,MG062673,39725323 (DOI),view,,,,,A
7548,D,OXA-568,,OXA-568-like,ATO19096,CP024011,,view,,,,,N (Acinetobacter sp. LoGeW2-3)
7549,D,OXA-569,,OXA-22-like,AUN87914,MG736316,31014269 (DOI),view,,,,,N (Ralstonia insidiosa WCHRI065162)
7550,D,OXA-570,,OXA-60-like,AUN87915,MG736317,31014269 (DOI),view,,,,,N (Ralstonia insidiosa WCHRI065162)
7551,D,OXA-571,,OXA-60-like,AUN87916,MG736318,,view,,,,,N (Ralstonia mannitolilytica WCHRM065837)
7552,D,OXA-572,,OXA-22-like,AUN87917,MG736319,,view,,,,,N (Ralstonia mannitolilytica WCHRM065837)
7553,D,OXA-573,,OXA-60-like,ANJ75943,CP016023,31014269 (DOI),view,,,,,N (Ralstonia insidiosa ATCC 49129)
7554,D,OXA-574,,OXA-22-like,ANJ75774,CP016023,31014269 (DOI),view,,,,,N (Ralstonia insidiosa ATCC 49129)
7555,D,OXA-575,,OXA-214-like,AUS83546,MG821355,,view,,,,carbapenemase,N (Acinetobacter haemolyticus)
7556,D,OXA-576,,OXA-576-like,AWD39715,MH085550,,view,,,,,N (Campylobacter jejuni)
7557,D,OXA-577,,OXA-61-like,AWD39698,MH085533,,view,,,,,N (Campylobacter jejuni)
7558,D,OXA-578,,OXA-61-like,APA60285,CP017875,,view,,,,,N (Campylobacter coli)
7559,D,OXA-579,,OXA-61-like,AWD39687,MH085522,,view,,,,,N (Campylobacter jejuni)
7560,D,OXA-580,,OXA-61-like,AWD39689,MH085524,,view,,,,,N (Campylobacter jejuni)
7561,D,OXA-581,,OXA-61-like,AWD39690,MH085525,,view,,,,,N (Campylobacter jejuni)
7562,D,OXA-582,,OXA-61-like,AWD39716,MH085553,,view,,,,,N (Campylobacter jejuni)
7563,D,OXA-583,,OXA-61-like,AWD39692,MH085527,,view,,,,,N (Campylobacter jejuni)
7564,D,OXA-584,,OXA-61-like,AWD39695,MH085530,,view,,,,,N (Campylobacter jejuni)
7565,D,OXA-585,,OXA-61-like,AWD39696,MH085531,,view,,,,,N (Campylobacter jejuni)
7566,D,OXA-586,,OXA-61-like,AWD39697,MH085532,,view,,,,,N (Campylobacter jejuni)
7567,D,OXA-587,,OXA-61-like,AWD39699,MH085534,,view,,,,,N (Campylobacter jejuni)
7568,D,OXA-588,,OXA-61-like,AWD39702,MH085537,,view,,,,,N (Campylobacter jejuni)
7569,D,OXA-589,,OXA-61-like,AWD39703,MH085538,,view,,,,,N (Campylobacter jejuni)
7570,D,OXA-590,,OXA-61-like,AWD39711,MH085546,,view,,,,,N (Campylobacter jejuni)
7571,D,OXA-591,,OXA-61-like,AFU42413,CP003871,,view,,,,,N (Campylobacter jejuni subsp. jejuni PT14)
7572,D,OXA-592,,OXA-61-like,ASI86852,CP017229,,view,,,,,N (Campylobacter jejuni)
7573,D,OXA-593,,OXA-61-like,AWD39704,MH085539,,view,,,,,N (Campylobacter jejuni)
7574,D,OXA-594,,OXA-61-like,AWD39681,MH085516,,view,,,,,N (Campylobacter jejuni)
7575,D,OXA-595,,OXA-61-like,AWD39686,MH085521,,view,,,,,N (Campylobacter jejuni)
7576,D,OXA-596,,OXA-61-like,AWD39700,MH085535,,view,,,,,N (Campylobacter jejuni)
7577,D,OXA-597,,OXA-61-like,AWD39693,MH085528,,view,,,,,N (Campylobacter jejuni)
7578,D,OXA-598,,OXA-61-like,AWD39709,MH085544,,view,,,,,N (Campylobacter jejuni)
7579,D,OXA-599,,OXA-61-like,AWD39705,MH085540,,view,,,,,N (Campylobacter jejuni)
7580,D,OXA-600,,OXA-61-like,AWD39701,MH085536,,view,,,,,N (Campylobacter jejuni)
7581,D,OXA-601,,OXA-61-like,AWD39694,MH085529,,view,,,,,N (Campylobacter jejuni)
7582,D,OXA-602,,OXA-61-like,AWD39713,MH085548,,view,,,,,N (Campylobacter jejuni)
7583,D,OXA-603,,OXA-61-like,AWD39680,MH085515,,view,,,,,N (Campylobacter jejuni)
7584,D,OXA-604,,OXA-61-like,AWD39712,MH085547,,view,,,,,N (Campylobacter jejuni)
7585,D,OXA-605,,OXA-61-like,AWD39718,MH085561,,view,,,,,N (Campylobacter jejuni)
7586,D,OXA-606,,OXA-61-like,AWD39714,MH085549,,view,,,,,N (Campylobacter jejuni)
7587,D,OXA-607,,OXA-61-like,AWD39710,MH085545,,view,,,,,N (Campylobacter jejuni)
7588,D,OXA-608,,OXA-61-like,AWD39682,MH085517,,view,,,,,N (Campylobacter jejuni)
7589,D,OXA-609,,OXA-61-like,AWD39691,MH085526,,view,,,,,N (Campylobacter jejuni)
7590,D,OXA-610,,OXA-61-like,AWD39707,MH085542,,view,,,,,N (Campylobacter jejuni)
7591,D,OXA-611,,OXA-61-like,AWB39864,CP028909,,view,,,,,N (Campylobacter jejuni)
7592,D,OXA-612,,OXA-61-like,AWD39708,MH085543,,view,,,,,N (Campylobacter jejuni)
7593,D,OXA-613,,OXA-184-like,AWD39723,MH085568,,view,,,,,N (Campylobacter jejuni)
7594,D,OXA-614,,OXA-184-like,AWD39722,MH085567,,view,,,,,N (Campylobacter jejuni)
7595,D,OXA-615,,OXA-184-like,AWD39728,MH085574,,view,,,,,N (Campylobacter jejuni)
7596,D,OXA-616,,OXA-184-like,AWD39721,MH085566,,view,,,,,N (Campylobacter jejuni)
7597,D,OXA-617,,OXA-184-like,AWD39726,MH085571,,view,,,,,N (Campylobacter jejuni)
7598,D,OXA-618,,OXA-184-like,AWD39725,MH085570,,view,,,,,N (Campylobacter jejuni)
7599,D,OXA-619,,OXA-184-like,AWD39663,MH085498,,view,,,,,N (Campylobacter jejuni)
7600,D,OXA-620,,OXA-184-like,AWD39664,MH085499,,view,,,,,N (Campylobacter jejuni)
7601,D,OXA-621,,OXA-184-like,AWD39729,MH085575,,view,,,,,N (Campylobacter jejuni)
7602,D,OXA-622,,OXA-184-like,AWD39724,MH085569,,view,,,,,N (Campylobacter jejuni)
7603,D,OXA-623,,OXA-184-like,AWD39665,MH085500,,view,,,,,N (Campylobacter jejuni)
7604,D,OXA-624,,OXA-184-like,AWD39727,MH085572,,view,,,,,N (Campylobacter jejuni)
7605,D,OXA-625,,OXA-184-like,AWD39678,MH085513,,view,,,,,N (Campylobacter jejuni)
7606,D,OXA-626,,OXA-184-like,AWD39669,MH085504,,view,,,,,N (Campylobacter jejuni)
7607,D,OXA-627,,OXA-184-like,AWD39670,MH085505,,view,,,,,N (Campylobacter jejuni)
7608,D,OXA-628,,OXA-184-like,AWD39672,MH085507,,view,,,,,N (Campylobacter jejuni)
7609,D,OXA-629,,OXA-184-like,AWD39673,MH085508,,view,,,,,N (Campylobacter jejuni)
7610,D,OXA-630,,OXA-184-like,AWD39675,MH085510,,view,,,,,N (Campylobacter jejuni)
7611,D,OXA-631,,OXA-184-like,AWD39668,MH085503,,view,,,,,N (Campylobacter jejuni)
7612,D,OXA-632,,OXA-184-like,AWD39679,MH085514,,view,,,,,N (Campylobacter jejuni)
7613,D,OXA-633,,OXA-184-like,AWD39671,MH085506,,view,,,,,N (Campylobacter jejuni)
7614,D,OXA-634,,OXA-184-like,AWD39674,MH085509,,view,,,,,N (Campylobacter jejuni)
7615,D,OXA-635,,OXA-184-like,AWD39667,MH085502,,view,,,,,N (Campylobacter jejuni)
7616,D,OXA-636,,OXA-184-like,AWD39666,MH085501,,view,,,,,N (Campylobacter jejuni)
7617,D,OXA-637,,OXA-184-like,AWD39662,MH085497,,view,,,,,N (Campylobacter jejuni)
7618,D,OXA-638,,OXA-184-like,AWD39720,MH085565,,view,,,,,N (Campylobacter jejuni)
7619,D,OXA-639,,OXA-184-like,AWD39677,MH085512,,view,,,,,N (Campylobacter jejuni)
7620,D,OXA-640,,OXA-184-like,AWD39719,MH085564,,view,,,,,N (Campylobacter jejuni)
7621,D,OXA-641,,OXA-372-like,AWA42530,MH211331,,view,,,,carbapenemase,A
7622,D,OXA-642,,OXA-270-like,ADY81489,CP002177,,view,,,,carbapenemase,N (Acinetobacter pittii PHEA-2)
7623,D,OXA-643,,OXA-211-like,AWB15826,MH188852,,view,,,,carbapenemase,N (Acinetobacter johnsonii)
7624,D,OXA-644,,OXA-211-like,AWB15827,MH188853,,view,,,,carbapenemase,N (Acinetobacter johnsonii)
7625,D,OXA-645,,OXA-211-like,AWB15828,MH188854,,view,,,,carbapenemase,N (Acinetobacter johnsonii)
7626,D,OXA-646,,OXA-134-like,AWB15829,MH188855,23467601 (DOI) 29649588 (DOI),view,,,,carbapenemase,N (Acinetobacter lwoffii)
7627,D,OXA-647,,OXA-134-like,AWB15830,MH188856,,view,,,,carbapenemase,N (Acinetobacter lwoffii)
7628,D,OXA-648,,OXA-134-like,AWB15831,MH188857,,view,,,,carbapenemase,N (Acinetobacter lwoffii)
7629,D,OXA-649,,OXA-143-like,AWA42529,MH211242,,view,,,,carbapenemase,A
7630,D,OXA-650,,OXA-211-like,AWI33277,MH294485,,view,,,,carbapenemase,N (Acinetobacter johnsonii)
7631,D,OXA-651,,OXA-211-like,KUG37347,LBMO01000061,,view,,,,carbapenemase,N (Acinetobacter johnsonii)
7632,D,OXA-652,,OXA-211-like,ALV71466,CP010350,,view,,,,carbapenemase,N (Acinetobacter johnsonii XBB1)
7633,D,OXA-653,,OXA-24-like,AWK58761,MH337637,,view,,,,carbapenemase,N (Acinetobacter sp.)
7634,D,OXA-654,,OXA-51-like,AWK58845,MH337646,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7635,D,OXA-655,,OXA-10-like,AWS00754,MH384610,30397053 (DOI),view,1,,,,A
7636,D,OXA-656,,OXA-10-like,AWS00755,MH384611,30397053 (DOI),view,,,,,A
7637,D,OXA-657,,OXA-23-like,AWU66457,MH450209,,view,,,,carbapenemase,A
7638,D,OXA-658,,OXA-184-like,AWD39740,MH085573,,view,,,,,N (Campylobacter jejuni)
7639,D,OXA-659,,OXA-61-like,AWD39737,MH085560,,view,,,,,N (Campylobacter jejuni)
7640,D,OXA-660,,OXA-61-like,AWD39738,MH085562,,view,,,,,N (Campylobacter jejuni)
7641,D,OXA-661,,OXA-266-like,AXC08553,MH549401,,view,,,,,N (Acinetobacter venetianus)
7642,D,OXA-662,,OXA-211-like,AXC08554,MH549402,,view,,,,carbapenemase,N (Acinetobacter johnsonii)
7643,D,OXA-663,,OXA-10-like,OWG16436,JCMW02000002,30126962 (DOI),view,,,,,A
7644,D,OXA-664,OXA-P4,,—,—,—(—),view,,,,,
7645,D,OXA-665,,,EPF70268,ATGI01000038,30247543 (DOI),view,,,,carbapenemase,N (Acinetobacter rudis CIP 110305)
7646,D,OXA-666,,OXA-296-like,SDY39836,FNPK01000009,30247543 (DOI),view,,,,carbapenemase,N (Acinetobacter kyonggiensis)
7647,D,OXA-667,,OXA-274-like,BAP39082,AP014630,30247543 (DOI),view,,,,carbapenemase,N (Acinetobacter guillouiae NBRC 110550)
7648,D,OXA-668,,OXA-274-like,KEC85091,JICM01000013,30247543 (DOI),view,,,,carbapenemase,N (Acinetobacter sp. ETR1)
7649,D,OXA-669,,OXA-274-like,KQW88842,LMED01000027,30247543 (DOI),view,,,,carbapenemase,N (Acinetobacter sp. Root1280)
7650,D,OXA-670,,OXA-286-like,EPG42609,ATGK01000003,30247543 (DOI),view,,,,carbapenemase,N (Acinetobacter colistiniresistens NIPH 2036)
7651,D,OXA-671,,OXA-286-like,WP_081401608,NG_062218,30247543 (DOI),view,,,,carbapenemase,N (Acinetobacter gyllenbergii CIP 110306)
7652,D,OXA-672,,OXA-286-like,ESK38042,AYEQ01000166,30247543 (DOI),view,,,,carbapenemase,N (Acinetobacter gyllenbergii NIPH 230)
7653,D,OXA-673,,OXA-286-like,EOR10283,AQFL01000004,30247543 (DOI),view,,,,carbapenemase,N (Acinetobacter sp. CIP 110321)
7654,D,OXA-674,,OXA-286-like,WP_081406929,NG_062226,30247543 (DOI),view,,,,carbapenemase,N (Acinetobacter sp. MN12)
7655,D,OXA-675,,OXA-1-like,AXQ11888,MH780096,,view,,,,,A
7656,D,OXA-676,,OXA-10-like,AXQ11889,MH780097,,view,,,,,A
7657,D,OXA-677,,OXA-10-like,AXQ11890,MH780098,35002263 (DOI),view,,,,,A
7658,D,OXA-678,,OXA-270-like,AXQ11891,MH780099,,view,,,,carbapenemase,N (Acinetobacter pittii)
7659,D,OXA-679,,OXA-679-like,AXV45349,MH837623,30844059 (DOI),view,,,,carbapenemase,N (Acinetobacter calcoaceticus)
7660,D,OXA-680,,OXA-51-like,AXY66404,MH878938,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7661,D,OXA-681,,OXA-2-like,AYF58374,MH986647,,view,,,,,A
7662,D,OXA-682,,OXA-51-like,AYG97663,MK011132,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7663,D,OXA-683,,OXA-51-like,AYG97664,MK011133,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7664,D,OXA-684,,OXA-51-like,AYG97665,MK011134,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7665,D,OXA-685,,OXA-51-like,AYG97666,MK011135,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7666,D,OXA-686,,OXA-51-like,AYG97667,MK011136,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7667,D,OXA-687,,OXA-51-like,AYG97668,MK011137,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7668,D,OXA-688,,OXA-51-like,AYG97669,MK011138,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7669,D,OXA-689,,OXA-51-like,AYG97670,MK011139,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7670,D,OXA-690,,OXA-51-like,AYG97671,MK011140,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7671,D,OXA-691,,OXA-51-like,AYG97672,MK011141,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7672,D,OXA-692,,OXA-51-like,AYG97673,MK011142,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7673,D,OXA-693,,OXA-51-like,AYG97674,MK011143,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7674,D,OXA-694,,OXA-51-like,AYG97675,MK011144,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7675,D,OXA-695,,OXA-51-like,AYG97676,MK011145,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7676,D,OXA-696,,OXA-51-like,AYG97677,MK011146,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7677,D,OXA-697,,OXA-51-like,AYG97678,MK011147,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7678,D,OXA-698,,OXA-51-like,AYG97679,MK011148,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7679,D,OXA-699,,OXA-51-like,AYG97680,MK011149,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7680,D,OXA-700,,OXA-51-like,AYG97681,MK011150,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7681,D,OXA-701,,OXA-51-like,AYG97682,MK011151,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7682,D,OXA-702,,OXA-51-like,AYG97684,MK011153,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7683,D,OXA-703,,OXA-51-like,AYG97685,MK011154,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7684,D,OXA-704,,OXA-51-like,AYG97686,MK011155,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7685,D,OXA-705,,OXA-51-like,AYG97687,MK011156,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7686,D,OXA-706,,OXA-51-like,AYG97688,MK011157,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7687,D,OXA-707,,OXA-51-like,AYG97689,MK011158,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7688,D,OXA-708,,OXA-51-like,AYG97697,MK011166,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7689,D,OXA-709,,OXA-51-like,AYG97698,MK011167,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7690,D,OXA-710,,OXA-51-like,AYG97699,MK011168,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7691,D,OXA-711,,OXA-51-like,AYG97700,MK011169,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7692,D,OXA-712,,OXA-51-like,AYG97701,MK011170,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7693,D,OXA-713,,OXA-51-like,AYG97702,MK011171,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7694,D,OXA-714,,OXA-51-like,AYG97703,MK011172,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7695,D,OXA-715,,OXA-51-like,AYG97704,MK011173,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7696,D,OXA-716,,OXA-51-like,AYG97705,MK011174,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7697,D,OXA-717,,OXA-51-like,AYG97706,MK011175,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7698,D,OXA-718,,OXA-51-like,AYG97690,MK011159,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7699,D,OXA-719,,OXA-51-like,AYG97691,MK011160,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7700,D,OXA-720,,OXA-51-like,AYG97692,MK011161,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7701,D,OXA-721,,OXA-51-like,AYG97693,MK011162,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7702,D,OXA-722,,OXA-51-like,AYG97695,MK011164,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7703,D,OXA-723,,OXA-51-like,AYG97696,MK011165,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7704,D,OXA-724,AmpH,OXA-12-like,CAB76928,AJ276031,11062187 (DOI),view,,,2d,,N (Aeromonas hydrophila T429125)
7705,D,OXA-725,AmpS,OXA-12-like,ABK37141 CAA56560,CP000462 X80276,8537283 (DOI),view,,,,,N (Aeromonas hydrophila)
7706,D,OXA-726,,OXA-12-like,PKD23169,LSZC01000019,,view,,,,,N (Aeromonas hydrophila)
7707,D,OXA-727,,OXA-727-like,AXG87077,MH651754,,view,,,,,N (Acinetobacter sp.)
7708,D,OXA-728,,OXA-727-like,AXG87078,MH651755,,view,,,,,N (Acinetobacter sp.)
7709,D,OXA-729,,OXA-55-like,AAL47570,AY066004,,view,,,,carbapenemase,N (Shewanella algae)
7710,D,OXA-730,,OXA-679-like,AXH06203,MH684781,,view,,,,,N (Acinetobacter calcoaceticus)
7711,D,OXA-731,,OXA-48-like,AXM05329,MH718729,,view,,,,,N (Shewanella sp.)
7712,D,OXA-732,,OXA-732-like,AFY12006,JX846494,,view,,,,,A
7713,D,OXA-733,,OXA-51-like,AXQ11762,MH780076,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7714,D,OXA-734,,OXA-51-like,AXQ11884,MH780092,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7715,D,OXA-735,,OXA-51-like,AXQ11885,MH780093,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7716,D,OXA-736,,OXA-10-like,AXQ11886,MH780094,,view,,,,,A
7717,D,OXA-737,,OXA-2-like,AXQ11887,MH780095,,view,,,,,A
7718,D,OXA-738,,OXA-51-like,AYP70956,MK105925,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7719,D,OXA-739,,OXA-51-like,AXH79878,MG717458,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7720,D,OXA-740,,OXA-51-like,AYP70958,MK105927,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7721,D,OXA-741,,OXA-51-like,AYP70959,MK105928,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7722,D,OXA-742,,OXA-51-like,AYP70960,MK105929,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7723,D,OXA-743,,OXA-51-like,AYP70961,MK105930,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7724,D,OXA-744,,OXA-51-like,AYP70962,MK105931,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7725,D,OXA-745,,OXA-51-like,AYP70963,MK105932,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7726,D,OXA-746,,OXA-51-like,AYP70965,MK105934,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7727,D,OXA-747,,OXA-51-like,AYP70966,MK105935,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7728,D,OXA-748,,OXA-51-like,AYP70968,MK105937,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7729,D,OXA-749,,OXA-51-like,AYP70969,MK105938,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7730,D,OXA-750,,OXA-51-like,AYP70970,MK105939,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7731,D,OXA-751,,OXA-51-like,AYP70971,MK105940,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7732,D,OXA-752,,OXA-51-like,AYP70972,MK105941,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7733,D,OXA-753,,OXA-51-like,AYP70973,MK105942,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7734,D,OXA-754,,OXA-51-like,AYP70974,MK105943,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7735,D,OXA-755,,OXA-51-like,AYP70975,MK105944,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7736,D,OXA-756,,OXA-51-like,AYP70976,MK105945,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7737,D,OXA-757,,OXA-51-like,AYP70977,MK105946,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7738,D,OXA-758,,OXA-51-like,AYP70978,MK105947,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7739,D,OXA-759,,OXA-51-like,AYP70979,MK105948,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7740,D,OXA-760,,OXA-51-like,AYP70980,MK105949,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7741,D,OXA-761,,OXA-51-like,AYP70981,MK105950,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7742,D,OXA-762,,OXA-51-like,AYP70982,MK105951,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7743,D,OXA-763,,OXA-51-like,AYP70983,MK105952,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7744,D,OXA-764,,OXA-51-like,AYP70984,MK105953,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7745,D,OXA-765,,OXA-51-like,AYP70985,MK105954,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7746,D,OXA-766,,OXA-51-like,AYP70986,MK105955,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7747,D,OXA-767,,OXA-51-like,AYP70987,MK105956,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7748,D,OXA-768,,OXA-51-like,AYP70988,MK105957,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7749,D,OXA-769,,OXA-51-like,AYP70989,MK105958,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7750,D,OXA-770,,OXA-51-like,AYP70990,MK105959,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7751,D,OXA-771,,OXA-51-like,AYP70991,MK105961,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7752,D,OXA-772,,OXA-51-like,AYP70992,MK105962,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7753,D,OXA-773,,OXA-51-like,AYP70993,MK105963,,view,,,,carbapenemase,N (Acinetobacter baumannii)
